run_id,time_s,robot_x,robot_y,lane_error_m,checkpoint_count,static_clearance_m,moving_clearance_m,collision_count,moving_started,moving_cleared,finished
moving_010_r06_s10006,0.032,-0.460000,-0.450000,0.000000,0,14.785604,1.313202,0,0,0,0
moving_010_r06_s10006,0.064,-0.457057,-0.450000,0.000000,0,14.783523,1.312174,0,0,0,0
moving_010_r06_s10006,0.096,-0.454124,-0.450005,0.000005,0,14.781452,1.311160,0,0,0,0
moving_010_r06_s10006,0.128,-0.451180,-0.450020,0.000020,0,14.779380,1.310158,0,0,0,0
moving_010_r06_s10006,0.160,-0.448236,-0.450032,0.000032,0,14.777307,1.309158,0,0,0,0
moving_010_r06_s10006,0.192,-0.445292,-0.450044,0.000044,0,14.775234,1.308164,0,0,0,0
moving_010_r06_s10006,0.224,-0.442348,-0.450056,0.000056,0,14.773162,1.307176,0,0,0,0
moving_010_r06_s10006,0.256,-0.439404,-0.450067,0.000067,0,14.771089,1.306194,0,0,0,0
moving_010_r06_s10006,0.288,-0.436460,-0.450079,0.000079,0,14.769017,1.305217,0,0,0,0
moving_010_r06_s10006,0.320,-0.433516,-0.450090,0.000090,0,14.766945,1.304246,0,0,0,0
moving_010_r06_s10006,0.352,-0.430573,-0.450102,0.000102,0,14.764873,1.303282,0,0,0,0
moving_010_r06_s10006,0.384,-0.427629,-0.450113,0.000113,0,14.762801,1.302323,0,0,0,0
moving_010_r06_s10006,0.416,-0.424685,-0.450124,0.000124,0,14.760730,1.301370,0,0,0,0
moving_010_r06_s10006,0.448,-0.421741,-0.450131,0.000131,0,14.758655,1.300418,0,0,0,0
moving_010_r06_s10006,0.480,-0.418797,-0.450138,0.000138,0,14.756582,1.299473,0,0,0,0
moving_010_r06_s10006,0.512,-0.415853,-0.450146,0.000146,0,14.754509,1.298535,0,0,0,0
moving_010_r06_s10006,0.544,-0.412909,-0.450153,0.000153,0,14.752436,1.297602,0,0,0,0
moving_010_r06_s10006,0.576,-0.409965,-0.450161,0.000161,0,14.750364,1.296675,0,0,0,0
moving_010_r06_s10006,0.608,-0.407021,-0.450169,0.000169,0,14.748292,1.295755,0,0,0,0
moving_010_r06_s10006,0.640,-0.404077,-0.450177,0.000177,0,14.746220,1.294841,0,0,0,0
moving_010_r06_s10006,0.672,-0.401133,-0.450184,0.000184,0,14.744148,1.293932,0,0,0,0
moving_010_r06_s10006,0.704,-0.398189,-0.450192,0.000192,0,14.742077,1.293030,0,0,0,0
moving_010_r06_s10006,0.736,-0.395245,-0.450200,0.000200,0,14.740006,1.292134,0,0,0,0
moving_010_r06_s10006,0.768,-0.392301,-0.450208,0.000208,0,14.737936,1.291244,0,0,0,0
moving_010_r06_s10006,0.800,-0.389357,-0.450211,0.000211,0,14.735862,1.290355,0,0,0,0
moving_010_r06_s10006,0.832,-0.386413,-0.450215,0.000215,0,14.733790,1.289474,0,0,0,0
moving_010_r06_s10006,0.864,-0.383469,-0.450219,0.000219,0,14.731718,1.288599,0,0,0,0
moving_010_r06_s10006,0.896,-0.380525,-0.450224,0.000224,0,14.729646,1.287730,0,0,0,0
moving_010_r06_s10006,0.928,-0.377581,-0.450228,0.000228,0,14.727574,1.286868,0,0,0,0
moving_010_r06_s10006,0.960,-0.374637,-0.450233,0.000233,0,14.725503,1.286011,0,0,0,0
moving_010_r06_s10006,0.992,-0.371693,-0.450237,0.000237,0,14.723432,1.285161,0,0,0,0
moving_010_r06_s10006,1.024,-0.368749,-0.450241,0.000241,0,14.721362,1.284317,0,0,0,0
moving_010_r06_s10006,1.056,-0.365805,-0.450246,0.000246,0,14.719292,1.283479,0,0,0,0
moving_010_r06_s10006,1.088,-0.362861,-0.450251,0.000251,0,14.717222,1.282647,0,0,0,0
moving_010_r06_s10006,1.120,-0.359917,-0.450255,0.000255,0,14.715152,1.281822,0,0,0,0
moving_010_r06_s10006,1.152,-0.356973,-0.450260,0.000260,0,14.713083,1.281003,0,0,0,0
moving_010_r06_s10006,1.184,-0.354029,-0.450264,0.000264,0,14.711014,1.280190,0,0,0,0
moving_010_r06_s10006,1.216,-0.351085,-0.450269,0.000269,0,14.708945,1.279383,0,0,0,0
moving_010_r06_s10006,1.248,-0.348141,-0.450273,0.000273,0,14.706877,1.278583,0,0,0,0
moving_010_r06_s10006,1.280,-0.345197,-0.450278,0.000278,0,14.704809,1.277789,0,0,0,0
moving_010_r06_s10006,1.312,-0.342253,-0.450282,0.000282,0,14.702741,1.277001,0,0,0,0
moving_010_r06_s10006,1.344,-0.339309,-0.450287,0.000287,0,14.700674,1.276220,0,0,0,0
moving_010_r06_s10006,1.376,-0.336365,-0.450292,0.000292,0,14.698606,1.275444,0,0,0,0
moving_010_r06_s10006,1.408,-0.333421,-0.450296,0.000296,0,14.696540,1.274676,0,0,0,0
moving_010_r06_s10006,1.440,-0.330477,-0.450301,0.000301,0,14.694473,1.273913,0,0,0,0
moving_010_r06_s10006,1.472,-0.327533,-0.450305,0.000305,0,14.692407,1.273157,0,0,0,0
moving_010_r06_s10006,1.504,-0.324589,-0.450310,0.000310,0,14.690341,1.272407,0,0,0,0
moving_010_r06_s10006,1.536,-0.321645,-0.450314,0.000314,0,14.688275,1.271664,0,0,0,0
moving_010_r06_s10006,1.568,-0.318701,-0.450319,0.000319,0,14.686210,1.270927,0,0,0,0
moving_010_r06_s10006,1.600,-0.315757,-0.450323,0.000323,0,14.684145,1.270196,0,0,0,0
moving_010_r06_s10006,1.632,-0.312813,-0.450328,0.000328,0,14.682080,1.269472,0,0,0,0
moving_010_r06_s10006,1.664,-0.309869,-0.450333,0.000333,0,14.680015,1.268754,0,0,0,0
moving_010_r06_s10006,1.696,-0.306925,-0.450337,0.000337,0,14.677951,1.268043,0,0,0,0
moving_010_r06_s10006,1.728,-0.303981,-0.450342,0.000342,0,14.675887,1.267338,0,0,0,0
moving_010_r06_s10006,1.760,-0.301037,-0.450346,0.000346,0,14.673824,1.266639,0,0,0,0
moving_010_r06_s10006,1.792,-0.298093,-0.450351,0.000351,0,14.671760,1.265947,0,0,0,0
moving_010_r06_s10006,1.824,-0.295149,-0.450355,0.000355,0,14.669697,1.265262,0,0,0,0
moving_010_r06_s10006,1.856,-0.292205,-0.450360,0.000360,0,14.667635,1.264583,0,0,0,0
moving_010_r06_s10006,1.888,-0.289261,-0.450365,0.000365,0,14.665572,1.263910,0,0,0,0
moving_010_r06_s10006,1.920,-0.286317,-0.450369,0.000369,0,14.663510,1.263244,0,0,0,0
moving_010_r06_s10006,1.952,-0.283373,-0.450374,0.000374,0,14.661448,1.262584,0,0,0,0
moving_010_r06_s10006,1.984,-0.280429,-0.450378,0.000378,0,14.659387,1.261931,0,0,0,0
moving_010_r06_s10006,2.016,-0.277485,-0.450383,0.000383,0,14.657326,1.261285,0,0,0,0
moving_010_r06_s10006,2.048,-0.274541,-0.450387,0.000387,0,14.655265,1.260645,0,0,0,0
moving_010_r06_s10006,2.080,-0.271597,-0.450392,0.000392,0,14.653204,1.260012,0,0,0,0
moving_010_r06_s10006,2.112,-0.268653,-0.450396,0.000396,0,14.651144,1.259385,0,0,0,0
moving_010_r06_s10006,2.144,-0.265709,-0.450401,0.000401,0,14.649084,1.258764,0,0,0,0
moving_010_r06_s10006,2.176,-0.262765,-0.450406,0.000406,0,14.647024,1.258151,0,0,0,0
moving_010_r06_s10006,2.208,-0.259821,-0.450410,0.000410,0,14.644965,1.257544,0,0,0,0
moving_010_r06_s10006,2.240,-0.256877,-0.450415,0.000415,0,14.642906,1.256943,0,0,0,0
moving_010_r06_s10006,2.272,-0.253933,-0.450419,0.000419,0,14.640847,1.256349,0,0,0,0
moving_010_r06_s10006,2.304,-0.250989,-0.450424,0.000424,0,14.638789,1.255762,0,0,0,0
moving_010_r06_s10006,2.336,-0.248045,-0.450428,0.000428,0,14.636730,1.255181,0,0,0,0
moving_010_r06_s10006,2.368,-0.245101,-0.450433,0.000433,0,14.634673,1.254607,0,0,0,0
moving_010_r06_s10006,2.400,-0.242157,-0.450438,0.000438,0,14.632615,1.254040,0,0,0,0
moving_010_r06_s10006,2.432,-0.239213,-0.450442,0.000442,0,14.630558,1.253479,0,0,0,0
moving_010_r06_s10006,2.464,-0.236269,-0.450447,0.000447,0,14.628501,1.252925,0,0,0,0
moving_010_r06_s10006,2.496,-0.233325,-0.450451,0.000451,0,14.626444,1.252378,0,0,0,0
moving_010_r06_s10006,2.528,-0.230381,-0.450456,0.000456,0,14.624388,1.251837,0,0,0,0
moving_010_r06_s10006,2.560,-0.227437,-0.450460,0.000460,0,14.622332,1.251303,0,0,0,0
moving_010_r06_s10006,2.592,-0.224493,-0.450465,0.000465,0,14.620276,1.250776,0,0,0,0
moving_010_r06_s10006,2.624,-0.221549,-0.450470,0.000470,0,14.618221,1.250256,0,0,0,0
moving_010_r06_s10006,2.656,-0.218605,-0.450474,0.000474,0,14.616166,1.249742,0,0,0,0
moving_010_r06_s10006,2.688,-0.215661,-0.450479,0.000479,0,14.614111,1.249235,0,0,0,0
moving_010_r06_s10006,2.720,-0.212717,-0.450483,0.000483,0,14.612056,1.248734,0,0,0,0
moving_010_r06_s10006,2.752,-0.209773,-0.450488,0.000488,0,14.610002,1.248241,0,0,0,0
moving_010_r06_s10006,2.784,-0.206829,-0.450492,0.000492,0,14.607948,1.247754,0,0,0,0
moving_010_r06_s10006,2.816,-0.203885,-0.450497,0.000497,0,14.605895,1.247274,0,0,0,0
moving_010_r06_s10006,2.848,-0.200941,-0.450501,0.000501,0,14.603841,1.246800,0,0,0,0
moving_010_r06_s10006,2.880,-0.197997,-0.450506,0.000506,0,14.601788,1.246334,0,0,0,0
moving_010_r06_s10006,2.912,-0.195053,-0.450511,0.000511,0,14.599736,1.245874,0,0,0,0
moving_010_r06_s10006,2.944,-0.192109,-0.450515,0.000515,0,14.597683,1.245421,0,0,0,0
moving_010_r06_s10006,2.976,-0.189165,-0.450520,0.000520,0,14.595631,1.244975,0,0,0,0
moving_010_r06_s10006,3.008,-0.186221,-0.450524,0.000524,0,14.593579,1.244535,0,0,0,0
moving_010_r06_s10006,3.040,-0.183277,-0.450529,0.000529,0,14.591528,1.244103,0,0,0,0
moving_010_r06_s10006,3.072,-0.180333,-0.450533,0.000533,0,14.589477,1.243677,0,0,0,0
moving_010_r06_s10006,3.104,-0.177389,-0.450538,0.000538,0,14.587426,1.243258,0,0,0,0
moving_010_r06_s10006,3.136,-0.174445,-0.450543,0.000543,0,14.585375,1.242846,0,0,0,0
moving_010_r06_s10006,3.168,-0.171501,-0.450547,0.000547,0,14.583325,1.242441,0,0,0,0
moving_010_r06_s10006,3.200,-0.168557,-0.450552,0.000552,0,14.581275,1.242042,0,0,0,0
moving_010_r06_s10006,3.232,-0.165613,-0.450556,0.000556,0,14.579226,1.241651,0,0,0,0
moving_010_r06_s10006,3.264,-0.162669,-0.450561,0.000561,0,14.577176,1.241266,0,0,0,0
moving_010_r06_s10006,3.296,-0.159725,-0.450565,0.000565,0,14.575127,1.240888,0,0,0,0
moving_010_r06_s10006,3.328,-0.156781,-0.450570,0.000570,0,14.573078,1.240517,0,0,0,0
moving_010_r06_s10006,3.360,-0.153837,-0.450575,0.000575,0,14.571030,1.240153,0,0,0,0
moving_010_r06_s10006,3.392,-0.150893,-0.450579,0.000579,0,14.568982,1.239796,0,0,0,0
moving_010_r06_s10006,3.424,-0.147949,-0.450584,0.000584,0,14.566934,1.239446,0,0,0,0
moving_010_r06_s10006,3.456,-0.145005,-0.450588,0.000588,0,14.564887,1.239102,0,0,0,0
moving_010_r06_s10006,3.488,-0.142061,-0.450593,0.000593,0,14.562840,1.238766,0,0,0,0
moving_010_r06_s10006,3.520,-0.139117,-0.450598,0.000598,0,14.560793,1.238436,0,0,0,0
moving_010_r06_s10006,3.552,-0.136173,-0.450602,0.000602,0,14.558746,1.238113,0,0,0,0
moving_010_r06_s10006,3.584,-0.133229,-0.450607,0.000607,0,14.556700,1.237798,0,0,0,0
moving_010_r06_s10006,3.616,-0.130285,-0.450611,0.000611,0,14.554654,1.237489,0,0,0,0
moving_010_r06_s10006,3.648,-0.127341,-0.450616,0.000616,0,14.552608,1.237187,0,0,0,0
moving_010_r06_s10006,3.680,-0.124397,-0.450620,0.000620,0,14.550563,1.236892,0,0,0,0
moving_010_r06_s10006,3.712,-0.121453,-0.450625,0.000625,0,14.548518,1.236604,0,0,0,0
moving_010_r06_s10006,3.744,-0.118509,-0.450630,0.000630,0,14.546473,1.236323,0,0,0,0
moving_010_r06_s10006,3.776,-0.115565,-0.450634,0.000634,0,14.544429,1.236048,0,0,0,0
moving_010_r06_s10006,3.808,-0.112621,-0.450639,0.000639,0,14.542385,1.235781,0,0,0,0
moving_010_r06_s10006,3.840,-0.109677,-0.450643,0.000643,0,14.540341,1.235521,0,0,0,0
moving_010_r06_s10006,3.872,-0.106733,-0.450648,0.000648,0,14.538298,1.235268,0,0,0,0
moving_010_r06_s10006,3.904,-0.103789,-0.450652,0.000652,0,14.536254,1.235021,0,0,0,0
moving_010_r06_s10006,3.936,-0.100845,-0.450657,0.000657,0,14.534212,1.234782,0,0,0,0
