time_s,state,lane_visible,lane_error,lane_confidence,finish_visible,obstacle_color,obstacle_motion,obstacle_x,obstacle_y,front_proximity,left_speed,right_speed,reason
0.032,FOLLOW_LANE,1,-0.003125,1.000000,0,,NONE,,,71.486,4.200000,4.200000,PD lane following
0.064,FOLLOW_LANE,1,-0.050000,1.000000,0,,NONE,,,69.968,3.754063,4.645938,PD lane following
0.096,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.651,4.285938,4.114063,PD lane following
0.128,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.805,4.200000,4.200000,PD lane following
0.160,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,74.828,4.200000,4.200000,PD lane following
0.192,FOLLOW_LANE,1,0.001563,1.000000,0,,NONE,,,71.098,4.200000,4.200000,PD lane following
0.224,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.758,4.200000,4.200000,PD lane following
0.256,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.535,4.200000,4.200000,PD lane following
0.288,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.601,4.200000,4.200000,PD lane following
0.320,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.146,4.200000,4.200000,PD lane following
0.352,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.419,4.200000,4.200000,PD lane following
0.384,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,73.454,4.200000,4.200000,PD lane following
0.416,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.679,4.200000,4.200000,PD lane following
0.448,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.734,4.200000,4.200000,PD lane following
0.480,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.320,4.200000,4.200000,PD lane following
0.512,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,73.657,4.200000,4.200000,PD lane following
0.544,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.838,4.200000,4.200000,PD lane following
0.576,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,67.904,4.200000,4.200000,PD lane following
0.608,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.846,4.200000,4.200000,PD lane following
0.640,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.418,4.200000,4.200000,PD lane following
0.672,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.493,4.200000,4.200000,PD lane following
0.704,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.806,4.200000,4.200000,PD lane following
0.736,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.372,4.200000,4.200000,PD lane following
0.768,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.303,4.200000,4.200000,PD lane following
0.800,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.641,4.200000,4.200000,PD lane following
0.832,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.001,4.200000,4.200000,PD lane following
0.864,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.002,4.200000,4.200000,PD lane following
0.896,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.520,4.200000,4.200000,PD lane following
0.928,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,77.661,4.200000,4.200000,PD lane following
0.960,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.142,4.200000,4.200000,PD lane following
0.992,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.059,4.200000,4.200000,PD lane following
1.024,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.620,4.200000,4.200000,PD lane following
1.056,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.233,4.200000,4.200000,PD lane following
1.088,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.896,4.200000,4.200000,PD lane following
1.120,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.212,4.200000,4.200000,PD lane following
1.152,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.795,4.200000,4.200000,PD lane following
1.184,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.867,4.200000,4.200000,PD lane following
1.216,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.731,4.200000,4.200000,PD lane following
1.248,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.434,4.200000,4.200000,PD lane following
1.280,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,75.482,4.200000,4.200000,PD lane following
1.312,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.949,4.200000,4.200000,PD lane following
1.344,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.992,4.200000,4.200000,PD lane following
1.376,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.291,4.200000,4.200000,PD lane following
1.408,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.821,4.200000,4.200000,PD lane following
1.440,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.216,4.200000,4.200000,PD lane following
1.472,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.657,4.200000,4.200000,PD lane following
1.504,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.090,4.200000,4.200000,PD lane following
1.536,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.817,4.200000,4.200000,PD lane following
1.568,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.848,4.200000,4.200000,PD lane following
1.600,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.886,4.200000,4.200000,PD lane following
1.632,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,73.196,4.200000,4.200000,PD lane following
1.664,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.138,4.200000,4.200000,PD lane following
1.696,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,75.246,4.200000,4.200000,PD lane following
1.728,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.515,4.200000,4.200000,PD lane following
1.760,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,67.878,4.200000,4.200000,PD lane following
1.792,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.453,4.200000,4.200000,PD lane following
1.824,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.759,4.200000,4.200000,PD lane following
1.856,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,66.631,4.200000,4.200000,PD lane following
1.888,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,75.428,4.200000,4.200000,PD lane following
1.920,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.337,4.200000,4.200000,PD lane following
1.952,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,74.617,4.200000,4.200000,PD lane following
1.984,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,73.213,4.200000,4.200000,PD lane following
2.016,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.710,4.200000,4.200000,PD lane following
2.048,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,67.380,4.200000,4.200000,PD lane following
2.080,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.964,4.200000,4.200000,PD lane following
2.112,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.772,4.200000,4.200000,PD lane following
2.144,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,75.631,4.200000,4.200000,PD lane following
2.176,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.074,4.200000,4.200000,PD lane following
2.208,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.631,4.200000,4.200000,PD lane following
2.240,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,74.718,4.200000,4.200000,PD lane following
2.272,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,69.104,4.200000,4.200000,PD lane following
2.304,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.530,4.200000,4.200000,PD lane following
2.336,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,73.347,4.200000,4.200000,PD lane following
2.368,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.312,4.200000,4.200000,PD lane following
2.400,FOLLOW_LANE,1,0.001563,1.000000,0,,NONE,,,72.639,4.200000,4.200000,PD lane following
2.432,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.978,4.200000,4.200000,PD lane following
2.464,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.039,4.200000,4.200000,PD lane following
2.496,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,67.772,4.200000,4.200000,PD lane following
2.528,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.791,4.200000,4.200000,PD lane following
2.560,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,71.693,4.200000,4.200000,PD lane following
2.592,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,71.118,4.200000,4.200000,PD lane following
2.624,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.137,4.200000,4.200000,PD lane following
2.656,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,71.926,4.200000,4.200000,PD lane following
2.688,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.304,4.200000,4.200000,PD lane following
2.720,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.748,4.200000,4.200000,PD lane following
2.752,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.983,4.200000,4.200000,PD lane following
2.784,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,66.830,4.200000,4.200000,PD lane following
2.816,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.492,4.200000,4.200000,PD lane following
2.848,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.960,4.200000,4.200000,PD lane following
2.880,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,72.743,4.200000,4.200000,PD lane following
2.912,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,75.589,4.200000,4.200000,PD lane following
2.944,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.596,4.200000,4.200000,PD lane following
2.976,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,74.413,4.200000,4.200000,PD lane following
3.008,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,65.780,4.200000,4.200000,PD lane following
3.040,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.203,4.200000,4.200000,PD lane following
3.072,FOLLOW_LANE,1,0.001563,1.000000,0,,NONE,,,69.042,4.200000,4.200000,PD lane following
3.104,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.567,4.200000,4.200000,PD lane following
3.136,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.618,4.200000,4.200000,PD lane following
3.168,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,70.937,4.200000,4.200000,PD lane following
3.200,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.656,4.200000,4.200000,PD lane following
3.232,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,68.282,4.200000,4.200000,PD lane following
3.264,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,73.942,4.200000,4.200000,PD lane following
3.296,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.183,4.200000,4.200000,PD lane following
3.328,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,71.704,4.200000,4.200000,PD lane following
3.360,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.790,4.200000,4.200000,PD lane following
3.392,FOLLOW_LANE,1,0.000000,1.000000,0,,NONE,,,72.574,4.200000,4.200000,PD lane following
3.424,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,68.480,4.200000,4.200000,PD lane following
3.456,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,71.262,4.200000,4.200000,PD lane following
3.488,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,65.736,4.200000,4.200000,PD lane following
3.520,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,68.602,4.200000,4.200000,PD lane following
3.552,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.592,4.200000,4.200000,PD lane following
3.584,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,74.035,4.200000,4.200000,PD lane following
3.616,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.280,4.200000,4.200000,PD lane following
3.648,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,67.192,4.200000,4.200000,PD lane following
3.680,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,68.669,4.200000,4.200000,PD lane following
3.712,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,65.180,4.200000,4.200000,PD lane following
3.744,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,72.901,4.200000,4.200000,PD lane following
3.776,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,73.138,4.200000,4.200000,PD lane following
3.808,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,73.070,4.200000,4.200000,PD lane following
3.840,FOLLOW_LANE,1,0.004687,1.000000,0,,NONE,,,72.800,4.200000,4.200000,PD lane following
3.872,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,68.735,4.200000,4.200000,PD lane following
3.904,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.043,4.200000,4.200000,PD lane following
3.936,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,68.572,4.200000,4.200000,PD lane following
3.968,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.237,4.200000,4.200000,PD lane following
4.000,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,72.521,4.200000,4.200000,PD lane following
4.032,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,73.871,4.200000,4.200000,PD lane following
4.064,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.218,4.200000,4.200000,PD lane following
4.096,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,69.409,4.200000,4.200000,PD lane following
4.128,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,70.161,4.200000,4.200000,PD lane following
4.160,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,74.679,4.200000,4.200000,PD lane following
4.192,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,71.053,4.200000,4.200000,PD lane following
4.224,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,71.642,4.200000,4.200000,PD lane following
4.256,FOLLOW_LANE,1,0.004687,1.000000,0,,NONE,,,68.880,4.200000,4.200000,PD lane following
4.288,FOLLOW_LANE,1,0.003125,1.000000,0,,NONE,,,70.722,4.200000,4.200000,PD lane following
4.320,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,69.657,4.200000,4.200000,PD lane following
4.352,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,71.487,4.200000,4.200000,PD lane following
4.384,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,67.246,4.200000,4.200000,PD lane following
4.416,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,67.857,4.200000,4.200000,PD lane following
4.448,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,74.647,4.200000,4.200000,PD lane following
4.480,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,68.626,4.200000,4.200000,PD lane following
4.512,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,72.350,4.200000,4.200000,PD lane following
4.544,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,72.872,4.200000,4.200000,PD lane following
4.576,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,74.484,4.200000,4.200000,PD lane following
4.608,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,69.937,4.200000,4.200000,PD lane following
4.640,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,69.656,4.283613,4.116387,PD lane following
4.672,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,67.340,4.183887,4.216113,PD lane following
4.704,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,76.347,4.283613,4.116387,PD lane following
4.736,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,73.587,4.267500,4.132500,PD lane following
4.768,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,70.344,4.183887,4.216113,PD lane following
4.800,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,70.588,4.283613,4.116387,PD lane following
4.832,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,67.381,4.267500,4.132500,PD lane following
4.864,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,73.903,4.183887,4.216113,PD lane following
4.896,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,73.195,4.283613,4.116387,PD lane following
4.928,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,70.000,4.183887,4.216113,PD lane following
4.960,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,72.585,4.283613,4.116387,PD lane following
4.992,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,68.808,4.183887,4.216113,PD lane following
5.024,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,70.145,4.283613,4.116387,PD lane following
5.056,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,74.291,4.267500,4.132500,PD lane following
5.088,FOLLOW_LANE,1,0.006250,1.000000,0,,NONE,,,66.060,4.183887,4.216113,PD lane following
5.120,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,68.417,4.283613,4.116387,PD lane following
5.152,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,74.294,4.267500,4.132500,PD lane following
5.184,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,72.951,4.267500,4.132500,PD lane following
5.216,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,76.480,4.267500,4.132500,PD lane following
5.248,FOLLOW_LANE,1,0.009375,1.000000,0,,NONE,,,70.800,4.267500,4.132500,PD lane following
5.280,FOLLOW_LANE,1,0.007812,1.000000,0,,NONE,,,69.008,4.183887,4.216113,PD lane following
5.312,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,143.500,67.499,68.225,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.344,STOP_WAIT,1,0.006250,1.000000,0,,NONE,,,75.086,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.376,STOP_WAIT,1,0.007812,1.000000,0,,NONE,,,69.304,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.408,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.750,67.500,69.536,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.440,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,73.662,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.472,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,70.620,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.504,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.750,67.500,67.886,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.536,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,164.750,67.500,72.284,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.568,STOP_WAIT,1,0.007812,1.000000,0,red,MOVING,164.750,67.500,74.220,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.600,STOP_WAIT,1,0.009375,1.000000,0,red,UNKNOWN,156.000,67.499,70.100,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.632,STOP_WAIT,1,0.006250,1.000000,0,,NONE,,,73.337,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.664,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,70.929,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.696,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,72.710,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.728,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,71.116,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.760,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,69.886,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.792,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,68.425,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.824,STOP_WAIT,1,0.009375,1.000000,0,,NONE,,,73.270,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.856,REJOIN,1,0.009375,1.000000,0,,NONE,,,70.460,2.567500,2.432500,confirming lane
5.888,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.250,72.489,74.191,0.000000,0.000000,obstacle encountered while rejoining
5.920,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.400,69.494,71.802,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.952,STOP_WAIT,1,0.006250,1.000000,0,,NONE,,,74.212,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
5.984,STOP_WAIT,1,0.009375,1.000000,0,red,UNKNOWN,156.808,68.382,69.509,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.016,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,156.575,68.164,74.470,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.048,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.500,68.000,68.242,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.080,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,161.482,67.983,69.387,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.112,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,155.062,67.614,66.103,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.144,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.500,67.500,67.312,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.176,STOP_WAIT,1,0.006250,1.000000,0,,NONE,,,68.066,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.208,STOP_WAIT,1,0.006250,1.000000,0,,NONE,,,68.670,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.240,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,137.750,67.499,66.924,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.272,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,155.750,67.500,67.581,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.304,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.500,67.500,71.758,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.336,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.500,67.500,67.658,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.368,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,164.500,67.500,68.330,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.400,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,164.500,67.500,68.587,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.432,STOP_WAIT,1,0.006250,1.000000,0,red,UNKNOWN,151.053,67.683,71.788,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.464,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,148.357,67.809,66.466,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.496,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,148.306,67.801,71.101,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.528,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,148.436,67.769,68.785,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.560,STOP_WAIT,1,0.006250,1.000000,0,red,MOVING,149.898,67.711,70.448,0.000000,0.000000,moving/unclassified object or proximity danger: stop and wait
6.592,AVOID,1,0.006250,1.000000,0,red,STATIONARY,155.644,67.606,70.072,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.624,AVOID,1,-0.006250,1.000000,0,red,UNKNOWN,152.867,74.137,72.707,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.656,AVOID,1,-0.031250,1.000000,0,red,UNKNOWN,142.211,70.582,73.639,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.688,AVOID,1,-0.056250,1.000000,0,red,MOVING,124.220,69.240,71.228,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.720,AVOID,1,-0.075000,1.000000,0,red,MOVING,75.775,68.232,69.419,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.752,AVOID,1,-0.103125,1.000000,0,red,MOVING,94.784,69.635,72.690,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.784,AVOID,1,0.542500,0.610000,0,red,MOVING,93.963,71.343,68.359,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.816,AVOID,1,0.530000,0.610000,0,red,MOVING,91.842,71.977,68.611,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.848,AVOID,1,0.517500,0.610000,0,red,MOVING,89.490,72.602,71.483,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.880,AVOID,1,0.505000,0.610000,0,red,UNKNOWN,87.072,73.218,71.727,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.912,AVOID,1,0.492500,0.610000,0,red,UNKNOWN,84.729,73.804,73.792,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.944,AVOID,1,0.480000,0.610000,0,red,UNKNOWN,82.411,74.369,69.532,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
6.976,AVOID,1,0.467500,0.610000,0,red,UNKNOWN,80.422,75.175,69.636,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.008,AVOID,1,0.448750,0.610000,0,red,MOVING,28.007,78.239,77.124,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.040,AVOID,1,0.436250,0.610000,0,red,UNKNOWN,122.504,74.810,83.827,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.072,AVOID,1,0.423750,0.610000,0,red,UNKNOWN,110.938,76.093,90.698,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.104,AVOID,1,0.411250,0.610000,0,red,UNKNOWN,98.726,77.549,92.906,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.136,AVOID,1,0.398750,0.610000,0,red,MOVING,85.049,79.321,103.826,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.168,AVOID,1,0.461250,0.484694,0,red,MOVING,71.462,81.040,107.644,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.200,AVOID,1,0.448750,0.491893,0,red,MOVING,64.283,81.649,113.126,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.232,AVOID,1,0.442500,0.498787,0,red,MOVING,60.611,82.600,118.748,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
7.264,AVOID,1,0.492500,0.504608,0,red,MOVING,57.339,83.678,121.222,3.600000,1.400000,simple turn-straight-turn stationary-obstacle avoidance
