run_id,scenario_id,repetition,seed,controller_mode,configuration_id,route,lighting,static_position,moving_speed_mps,duration_s,completed,lane_following_success,within_lane_fraction,mean_lane_error_m,max_lane_error_m,collision_count,min_static_clearance_m,min_moving_clearance_m,checkpoints_passed,failure_reason,obstacle_layout,static_obstacle_count,moving_obstacle_count,detection_true_positive,detection_false_positive,stop_wait_observed,avoid_observed,rejoin_observed,stop_wait_time_s,avoidance_time_s,rejoin_time_s,moving_stop_distance_m,final_state
lane_curve_bright_r02_s10002,lane_curve_bright,2,10002,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r03_s10003,lane_curve_bright,3,10003,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r04_s10004,lane_curve_bright,4,10004,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r05_s10005,lane_curve_bright,5,10005,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r06_s10006,lane_curve_bright,6,10006,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r07_s10007,lane_curve_bright,7,10007,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r08_s10008,lane_curve_bright,8,10008,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r09_s10009,lane_curve_bright,9,10009,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r10_s10010,lane_curve_bright,10,10010,vision,82999888659be0c7,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,99.000000,99.000000,3,,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_baseline_r01_s10001,lane_curve_bright_baseline,1,10001,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r02_s10002,lane_curve_bright_baseline,2,10002,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r03_s10003,lane_curve_bright_baseline,3,10003,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r04_s10004,lane_curve_bright_baseline,4,10004,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r05_s10005,lane_curve_bright_baseline,5,10005,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r06_s10006,lane_curve_bright_baseline,6,10006,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r07_s10007,lane_curve_bright_baseline,7,10007,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r08_s10008,lane_curve_bright_baseline,8,10008,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r09_s10009,lane_curve_bright_baseline,9,10009,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_baseline_r10_s10010,lane_curve_bright_baseline,10,10010,baseline,82999888659be0c7,full,bright,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,99.000000,99.000000,0,time_limit,single,0,0,0,0,0,0,0,0.000,0.000,0.000,,
static_left_r01_s10001,static_left,1,10001,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r02_s10002,static_left,2,10002,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r03_s10003,static_left,3,10003,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r04_s10004,static_left,4,10004,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r05_s10005,static_left,5,10005,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r06_s10006,static_left,6,10006,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r07_s10007,static_left,7,10007,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r08_s10008,static_left,8,10008,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r09_s10009,static_left,9,10009,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_left_r10_s10010,static_left,10,10010,vision,82999888659be0c7,full,nominal,left,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r01_s10001,static_center,1,10001,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r02_s10002,static_center,2,10002,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r03_s10003,static_center,3,10003,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r04_s10004,static_center,4,10004,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r05_s10005,static_center,5,10005,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r06_s10006,static_center,6,10006,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r07_s10007,static_center,7,10007,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r08_s10008,static_center,8,10008,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r09_s10009,static_center,9,10009,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_center_r10_s10010,static_center,10,10010,vision,82999888659be0c7,full,nominal,center,0.150,60.480,1,1,1.000000,0.044563,0.122065,0,0.080705,99.000000,3,,single,1,0,1,0,1,1,1,0.576,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r01_s10001,static_right,1,10001,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r02_s10002,static_right,2,10002,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r03_s10003,static_right,3,10003,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r04_s10004,static_right,4,10004,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r05_s10005,static_right,5,10005,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r06_s10006,static_right,6,10006,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r07_s10007,static_right,7,10007,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r08_s10008,static_right,8,10008,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r09_s10009,static_right,9,10009,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
static_right_r10_s10010,static_right,10,10010,vision,82999888659be0c7,full,nominal,right,0.150,59.936,1,1,1.000000,0.044500,0.109816,0,0.094078,99.000000,3,,single,1,0,1,0,1,1,1,0.352,3.744,0.128,99.000000,FOLLOW_LANE
moving_010_r01_s10001,moving_010,1,10001,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r02_s10002,moving_010,2,10002,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r03_s10003,moving_010,3,10003,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r04_s10004,moving_010,4,10004,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r05_s10005,moving_010,5,10005,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r06_s10006,moving_010,6,10006,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r07_s10007,moving_010,7,10007,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r08_s10008,moving_010,8,10008,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r09_s10009,moving_010,9,10009,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_010_r10_s10010,moving_010,10,10010,vision,82999888659be0c7,full,nominal,center,0.100,64.000,1,1,1.000000,0.036498,0.065637,0,99.000000,0.127681,3,,single,0,1,1,0,1,1,1,0.512,3.744,0.128,0.127681,FOLLOW_LANE
moving_015_r01_s10001,moving_015,1,10001,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r02_s10002,moving_015,2,10002,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r03_s10003,moving_015,3,10003,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r04_s10004,moving_015,4,10004,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r05_s10005,moving_015,5,10005,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r06_s10006,moving_015,6,10006,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r07_s10007,moving_015,7,10007,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r08_s10008,moving_015,8,10008,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r09_s10009,moving_015,9,10009,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_015_r10_s10010,moving_015,10,10010,vision,82999888659be0c7,full,nominal,center,0.150,58.464,1,1,1.000000,0.032519,0.056864,0,99.000000,0.133004,3,,single,0,1,1,0,1,0,1,0.576,0.000,0.128,0.133004,FOLLOW_LANE
moving_020_r01_s10001,moving_020,1,10001,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r02_s10002,moving_020,2,10002,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r03_s10003,moving_020,3,10003,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r04_s10004,moving_020,4,10004,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r05_s10005,moving_020,5,10005,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r06_s10006,moving_020,6,10006,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r07_s10007,moving_020,7,10007,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r08_s10008,moving_020,8,10008,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r09_s10009,moving_020,9,10009,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
moving_020_r10_s10010,moving_020,10,10010,vision,82999888659be0c7,full,nominal,center,0.200,58.240,1,1,1.000000,0.032463,0.056864,0,99.000000,0.140692,3,,single,0,1,1,0,1,0,1,0.352,0.000,0.128,0.140692,FOLLOW_LANE
multi_static_sequential_r01_s10001,multi_static_sequential,1,10001,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r02_s10002,multi_static_sequential,2,10002,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r03_s10003,multi_static_sequential,3,10003,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r04_s10004,multi_static_sequential,4,10004,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r05_s10005,multi_static_sequential,5,10005,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r06_s10006,multi_static_sequential,6,10006,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r07_s10007,multi_static_sequential,7,10007,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r08_s10008,multi_static_sequential,8,10008,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r09_s10009,multi_static_sequential,9,10009,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_static_sequential_r10_s10010,multi_static_sequential,10,10010,vision,82999888659be0c7,full,nominal,center,0.150,70.208,1,1,1.000000,0.058470,0.172339,0,0.082395,99.000000,3,,multi_static,2,0,1,0,1,1,1,0.704,7.488,0.256,99.000000,FOLLOW_LANE
multi_moving_crossings_r01_s10001,multi_moving_crossings,1,10001,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r02_s10002,multi_moving_crossings,2,10002,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r03_s10003,multi_moving_crossings,3,10003,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r04_s10004,multi_moving_crossings,4,10004,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r05_s10005,multi_moving_crossings,5,10005,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r06_s10006,multi_moving_crossings,6,10006,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r07_s10007,multi_moving_crossings,7,10007,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r08_s10008,multi_moving_crossings,8,10008,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r09_s10009,multi_moving_crossings,9,10009,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_moving_crossings_r10_s10010,multi_moving_crossings,10,10010,vision,82999888659be0c7,full,nominal,center,0.150,64.032,1,1,1.000000,0.036728,0.076355,0,99.000000,0.135778,3,,multi_moving,0,2,1,0,1,1,1,0.352,3.744,0.128,0.135778,FOLLOW_LANE
multi_mixed_obstacles_r01_s10001,multi_mixed_obstacles,1,10001,vision,82999888659be0c7,full,nominal,center,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,0.177631,3,,mixed,1,1,1,0,1,1,1,0.352,3.744,0.128,1.218352,FOLLOW_LANE
multi_mixed_obstacles_r02_s10002,multi_mixed_obstacles,2,10002,vision,82999888659be0c7,full,nominal,center,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,0.177631,3,,mixed,1,1,1,0,1,1,1,0.352,3.744,0.128,1.218352,FOLLOW_LANE
multi_mixed_obstacles_r03_s10003,multi_mixed_obstacles,3,10003,vision,82999888659be0c7,full,nominal,center,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,0.177631,3,,mixed,1,1,1,0,1,1,1,0.352,3.744,0.128,1.218352,FOLLOW_LANE
multi_mixed_obstacles_r04_s10004,multi_mixed_obstacles,4,10004,vision,82999888659be0c7,full,nominal,center,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,0.177631,3,,mixed,1,1,1,0,1,1,1,0.352,3.744,0.128,1.218352,FOLLOW_LANE
multi_mixed_obstacles_r05_s10005,multi_mixed_obstacles,5,10005,vision,82999888659be0c7,full,nominal,center,0.150,66.912,1,1,1.000000,0.050727,0.109744,0,0.094048,0.177631,3,,mixed,1,1,1,0,1,1,1,0.352,3.744,0.128,1.218352,FOLLOW_LANE
